Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,TotalIncome,LogIncome,LogLoanAmount,EMI,LoanToIncomeRatio,IncomePerDependent,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Loan_Status_Y
0,3523,3230.0,152.0,360.0,0.0,6753.0,8.817890200945513,5.030437921392435,0.4222222222222222,0.02250851473419221,6753.0,True,True,True,False,False,False,False
2,3083,2168.0,126.0,360.0,1.0,5251.0,8.566364235422688,4.844187086458591,0.35,0.023995429442011044,1750.3333333333333,True,True,True,False,False,True,True
0,6333,4583.0,259.0,360.0,1.0,10916.0,9.29807648628027,5.560681631015528,0.7194444444444444,0.02372663979479663,10916.0,True,True,False,False,True,False,True
0,2625,6250.0,187.0,360.0,1.0,8875.0,9.091106284052485,5.236441962829949,0.5194444444444445,0.021070422535211266,8875.0,True,True,False,False,False,False,True
0,9083,0.0,228.0,360.0,1.0,9083.0,9.114269903225448,5.43372200355424,0.6333333333333333,0.025101838599581636,9083.0,True,True,False,False,True,False,True
0,8750,4167.0,308.0,360.0,1.0,12917.0,9.466376966592419,5.733341276897746,0.8555555555555555,0.023844545947201364,12917.0,True,False,False,False,False,False,False
3,2666,2083.0,95.0,360.0,1.0,4749.0,8.465899897028686,4.564348191467836,0.2638888888888889,0.02000421141292904,1187.25,True,True,False,False,False,False,True
0,5500,0.0,105.0,360.0,0.0,5500.0,8.612685172875459,4.663439094112067,0.2916666666666667,0.019090909090909092,5500.0,False,True,False,True,False,False,False
0,2423,505.0,130.0,360.0,1.0,2928.0,7.982416346827733,4.875197323201151,0.3611111111111111,0.04439890710382514,2928.0,False,True,False,False,True,False,True
0,3813,0.0,116.0,180.0,1.0,3813.0,8.246433786160365,4.762173934797756,0.6444444444444445,0.03042223970626803,3813.0,False,False,False,False,False,True,True
2,8333,3167.0,165.0,360.0,1.0,11500.0,9.350189267092581,5.111987788356544,0.4583333333333333,0.014347826086956521,3833.3333333333335,True,True,False,False,False,False,True
1,3875,0.0,67.0,360.0,1.0,3875.0,8.262558973010657,4.219507705176107,0.18611111111111112,0.01729032258064516,1937.5,True,True,False,False,False,True,False
0,3000,1666.0,100.0,480.0,0.0,4666.0,8.448271745949816,4.61512051684126,0.20833333333333334,0.021431633090441493,4666.0,True,True,True,False,False,True,False
3,5167,3167.0,200.0,360.0,1.0,8334.0,9.028218795184895,5.303304908059076,0.5555555555555556,0.023998080153587713,2083.5,True,True,False,False,True,False,True
1,4723,0.0,81.0,360.0,1.0,4723.0,8.460411177317253,4.406719247264253,0.225,0.017150116451408005,2361.5,False,False,False,False,True,False,False
2,5000,3667.0,236.0,360.0,1.0,8667.0,9.067393362656249,5.4680601411351315,0.6555555555555556,0.027229721933771777,2889.0,True,True,False,False,True,False,True
0,4750,2333.0,130.0,360.0,1.0,7083.0,8.865593998902725,4.875197323201151,0.3611111111111111,0.01835380488493576,7083.0,True,True,False,False,False,True,True
0,3013,3033.0,95.0,300.0,1.0,6046.0,8.707317560273212,4.564348191467836,0.31666666666666665,0.0157128680119087,6046.0,True,True,False,False,False,True,True
0,6822,0.0,141.0,360.0,1.0,6822.0,8.828054536815424,4.955827057601261,0.39166666666666666,0.020668425681618294,6822.0,True,False,False,True,False,False,True
0,6216,0.0,133.0,360.0,1.0,6216.0,8.735042754269337,4.897839799950911,0.36944444444444446,0.021396396396396396,6216.0,True,False,True,False,False,False,False
0,2500,0.0,96.0,480.0,1.0,2500.0,7.824445930877619,4.574710978503383,0.2,0.0384,2500.0,True,False,False,False,True,False,False
0,5124,0.0,124.0,360.0,0.0,5124.0,8.54188580400661,4.8283137373023015,0.34444444444444444,0.02419984387197502,5124.0,True,False,False,False,False,False,False
1,6325,0.0,175.0,360.0,1.0,6325.0,8.752423403865594,5.170483995038151,0.4861111111111111,0.02766798418972332,3162.5,True,True,False,False,True,False,True
0,19730,5266.0,570.0,360.0,1.0,24996.0,10.126511096649761,6.3473892096560105,1.5833333333333333,0.022803648583773404,24996.0,True,True,False,False,False,False,False
0,15759,0.0,55.0,360.0,1.0,15759.0,9.66523036341187,4.02535169073515,0.1527777777777778,0.0034900691668253063,15759.0,False,False,False,True,True,False,True
2,5185,0.0,155.0,360.0,1.0,5185.0,8.55371796609861,5.049856007249537,0.4305555555555556,0.029893924783027964,1728.3333333333333,True,True,False,False,True,False,True
2,9323,7873.0,380.0,300.0,1.0,17196.0,9.752490228984199,5.942799375126701,1.2666666666666666,0.02209816236334031,5732.0,True,True,False,True,False,False,True
1,3062,1987.0,111.0,180.0,0.0,5049.0,8.527143522269405,4.718498871295094,0.6166666666666667,0.021984551396316103,2524.5,True,False,False,False,False,True,False
0,2764,1459.0,110.0,360.0,1.0,4223.0,8.348537825386098,4.709530201312334,0.3055555555555556,0.02604783329386692,4223.0,False,False,False,False,False,True,True
0,4817,923.0,120.0,180.0,1.0,5740.0,8.655388690167637,4.795790545596741,0.6666666666666666,0.020905923344947737,5740.0,True,True,False,False,False,True,True
3,8750,4996.0,130.0,360.0,1.0,13746.0,9.52857589747142,4.875197323201151,0.3611111111111111,0.009457296668121635,3436.5,True,True,False,False,False,False,True
0,4310,0.0,130.0,360.0,1.0,4310.0,8.368925174747135,4.875197323201151,0.3611111111111111,0.030162412993039442,4310.0,True,True,False,False,True,False,True
0,3069,0.0,71.0,480.0,1.0,3069.0,8.029432840581244,4.276666119016055,0.14791666666666667,0.023134571521668295,3069.0,True,False,False,False,False,True,False
2,5391,0.0,130.0,360.0,1.0,5391.0,8.592671652592143,4.875197323201151,0.3611111111111111,0.024114264514932295,1797.0,True,True,False,False,False,True,True
0,3333,2500.0,128.0,360.0,1.0,5833.0,8.671458150427666,4.859812404361672,0.35555555555555557,0.021944111092062405,5833.0,True,True,False,False,True,False,True
0,5941,4232.0,296.0,360.0,1.0,10173.0,9.22759072538271,5.6937321388027,0.8222222222222222,0.029096628329892852,10173.0,True,False,False,False,True,False,True
0,6000,0.0,156.0,360.0,1.0,6000.0,8.699681400989514,5.056245805348308,0.43333333333333335,0.026,6000.0,False,False,False,False,False,True,True
0,7167,0.0,128.0,360.0,1.0,7167.0,8.877381954654766,4.859812404361672,0.35555555555555557,0.017859634435607646,7167.0,True,False,False,True,False,True,True
2,4566,0.0,100.0,360.0,1.0,4566.0,8.426611813185,4.61512051684126,0.2777777777777778,0.021901007446342532,1522.0,True,True,False,False,False,True,False
1,3667,0.0,113.0,180.0,1.0,3667.0,8.207401833376355,4.736198448394496,0.6277777777777778,0.030815380419961822,1833.5,True,False,False,False,False,True,True
0,2346,1600.0,132.0,360.0,1.0,3946.0,8.280711075662847,4.890349128221754,0.36666666666666664,0.03345159655347187,3946.0,True,False,True,False,True,False,True
0,3010,3136.0,128.0,360.0,0.0,6146.0,8.72371943690701,4.859812404361672,0.35555555555555557,0.02082655385616661,6146.0,True,True,True,False,False,True,False
0,2333,2417.0,136.0,360.0,1.0,4750.0,8.46611040118692,4.919980925828125,0.37777777777777777,0.02863157894736842,4750.0,True,True,False,False,False,True,True
0,5488,0.0,125.0,360.0,1.0,5488.0,8.610501368549889,4.836281906951478,0.3472222222222222,0.022776967930029153,5488.0,True,True,False,False,False,False,True
3,9167,0.0,185.0,360.0,1.0,9167.0,9.12347443895452,5.225746673713202,0.5138888888888888,0.020181084324206393,2291.75,True,False,False,False,False,False,True
3,9504,0.0,275.0,360.0,1.0,9504.0,9.15957325492253,5.62040086571715,0.7638888888888888,0.028935185185185185,2376.0,True,True,False,False,False,False,True
0,2583,2115.0,120.0,360.0,1.0,4698.0,8.455104999102815,4.795790545596741,0.3333333333333333,0.02554278416347382,4698.0,True,True,False,False,False,True,True
2,1993,1625.0,113.0,180.0,1.0,3618.0,8.193953023563742,4.736198448394496,0.6277777777777778,0.03123272526257601,1206.0,True,True,True,False,True,False,True
2,3100,1400.0,113.0,360.0,1.0,4500.0,8.412054873292933,4.736198448394496,0.3138888888888889,0.025111111111111112,1500.0,True,True,False,False,False,True,True
2,3276,484.0,135.0,360.0,1.0,3760.0,8.232440158470336,4.912654885736052,0.375,0.03590425531914894,1253.3333333333333,True,True,False,False,True,False,True
0,3180,0.0,71.0,360.0,0.0,3180.0,8.064950891749143,4.276666119016055,0.19722222222222222,0.02232704402515723,3180.0,False,False,False,False,False,True,False
0,3033,1459.0,95.0,360.0,1.0,4492.0,8.41027590907016,4.564348191467836,0.2638888888888889,0.021148708815672306,4492.0,True,True,False,False,False,True,True
0,3902,1666.0,109.0,360.0,1.0,5568.0,8.624970783589669,4.700480365792417,0.30277777777777776,0.019576149425287355,5568.0,True,False,True,False,False,False,True
0,1500,1800.0,103.0,360.0,0.0,3300.0,8.101980731853192,4.6443908991413725,0.2861111111111111,0.031212121212121212,3300.0,False,False,False,False,True,False,False
2,2889,0.0,45.0,180.0,0.0,2889.0,7.969011781106478,3.828641396489095,0.25,0.01557632398753894,963.0,True,True,True,False,False,True,False
0,2755,0.0,65.0,300.0,1.0,2755.0,7.9215356321335495,4.189654742026425,0.21666666666666667,0.023593466424682397,2755.0,True,False,True,False,False,False,False
0,2500,20000.0,103.0,360.0,1.0,22500.0,10.021315031649332,4.6443908991413725,0.2861111111111111,0.004577777777777778,22500.0,True,False,False,False,True,False,True
0,1963,0.0,53.0,360.0,1.0,1963.0,7.582738488914411,3.9889840465642745,0.14722222222222223,0.026999490575649515,1963.0,False,False,True,False,True,False,True
0,7441,0.0,194.0,360.0,1.0,7441.0,8.914894908906568,5.272999558563747,0.5388888888888889,0.026071764547775836,7441.0,False,False,False,True,False,False,False
0,4547,0.0,115.0,360.0,1.0,4547.0,8.422442854870427,4.7535901911063645,0.3194444444444444,0.025291400923685946,4547.0,False,False,False,False,True,False,True
0,2167,2400.0,115.0,360.0,1.0,4567.0,8.426830751335846,4.7535901911063645,0.3194444444444444,0.025180643748631486,4567.0,True,True,True,False,False,True,True
0,2213,0.0,66.0,360.0,1.0,2213.0,7.7025561132685825,4.204692619390966,0.18333333333333332,0.0298237686398554,2213.0,False,False,True,False,False,False,True
1,8300,0.0,152.0,300.0,0.0,8300.0,9.024131268455035,5.030437921392435,0.5066666666666667,0.018313253012048194,4150.0,True,True,False,False,True,False,False
3,81000,0.0,360.0,360.0,0.0,81000.0,11.302216779257382,5.8888779583328805,1.0,0.0044444444444444444,20250.0,True,True,False,False,False,False,False
1,3867,0.0,62.0,360.0,1.0,3867.0,8.260492856573185,4.143134726391533,0.17222222222222222,0.016033100594776313,1933.5,False,False,True,True,True,False,False
0,6256,0.0,160.0,360.0,1.0,6256.0,8.741456115998364,5.081404364984463,0.4444444444444444,0.02557544757033248,6256.0,True,True,False,False,False,True,True
0,6096,0.0,218.0,360.0,0.0,6096.0,8.715552125907816,5.389071729816501,0.6055555555555555,0.035761154855643046,6096.0,True,True,True,False,False,False,False
0,2253,2033.0,110.0,360.0,1.0,4286.0,8.363342466597977,4.709530201312334,0.3055555555555556,0.025664955669622024,4286.0,True,True,True,False,False,False,True
0,2149,3237.0,178.0,360.0,0.0,5386.0,8.591743922680534,5.187385805840755,0.49444444444444446,0.03304864463423691,5386.0,False,True,True,False,True,False,False
0,2995,0.0,60.0,360.0,1.0,2995.0,8.005033344637111,4.110873864173311,0.16666666666666666,0.02003338898163606,2995.0,False,False,False,False,False,True,True
1,2600,0.0,160.0,360.0,1.0,2600.0,7.8636512654486515,5.081404364984463,0.4444444444444444,0.06153846153846154,1300.0,False,False,False,False,False,True,False
2,1600,20000.0,239.0,360.0,1.0,21600.0,9.980494888896912,5.480638923341991,0.6638888888888889,0.011064814814814816,7200.0,True,True,False,True,False,True,False
0,1025,2773.0,112.0,360.0,1.0,3798.0,8.242493153187626,4.727387818712341,0.3111111111111111,0.02948920484465508,3798.0,True,True,False,False,False,False,True
0,3246,1417.0,138.0,360.0,1.0,4663.0,8.447628728030327,4.9344739331306915,0.38333333333333336,0.029594681535492173,4663.0,True,True,False,False,True,False,True
0,5829,0.0,138.0,360.0,1.0,5829.0,8.670772279344538,4.9344739331306915,0.38333333333333336,0.023674729799279464,5829.0,True,True,False,False,False,False,True
0,2720,0.0,80.0,360.0,0.0,2720.0,7.908754738783246,4.394449154672439,0.2222222222222222,0.029411764705882353,2720.0,False,False,True,False,False,True,False
0,1820,1719.0,100.0,360.0,1.0,3539.0,8.17188200612782,4.61512051684126,0.2777777777777778,0.028256569652444195,3539.0,True,True,False,False,False,True,True
1,7250,1667.0,110.0,360.0,0.0,8917.0,9.095826985187422,4.709530201312334,0.3055555555555556,0.01233598743972188,4458.5,True,True,False,False,False,True,False
0,14880,0.0,96.0,360.0,1.0,14880.0,9.60784051043005,4.574710978503383,0.26666666666666666,0.0064516129032258064,14880.0,True,True,False,False,True,False,True
0,2666,4300.0,121.0,360.0,1.0,6966.0,8.848939995030118,4.804021044733257,0.33611111111111114,0.01737008326155613,6966.0,True,True,False,False,False,False,True
1,4606,0.0,81.0,360.0,1.0,4606.0,8.435332164935916,4.406719247264253,0.225,0.017585757707338254,2303.0,False,False,True,False,False,False,False
2,5935,0.0,133.0,360.0,1.0,5935.0,8.688790784847216,4.897839799950911,0.36944444444444446,0.02240943555181129,1978.3333333333333,True,True,False,False,True,False,True
0,2920,16.12000084,87.0,360.0,1.0,2936.12000084,7.9851847886683345,4.477336814478207,0.24166666666666667,0.029630941506174818,2936.12000084,True,True,False,False,False,False,True
0,2717,0.0,60.0,180.0,1.0,2717.0,7.907651594711089,4.110873864173311,0.3333333333333333,0.02208317997791682,2717.0,True,False,True,False,False,True,True
1,8624,0.0,150.0,360.0,1.0,8624.0,9.062420241899561,5.017279836814924,0.4166666666666667,0.017393320964749538,4312.0,False,False,False,True,True,False,True
0,6500,0.0,105.0,360.0,0.0,6500.0,8.77971129020447,4.663439094112067,0.2916666666666667,0.016153846153846154,6500.0,True,False,False,False,False,False,False
0,12876,0.0,405.0,360.0,1.0,12876.0,9.463198053273784,6.0063531596017325,1.125,0.03145386766076421,12876.0,True,False,False,False,True,False,True
0,2425,2340.0,143.0,360.0,1.0,4765.0,8.469262657658687,4.969813299576001,0.3972222222222222,0.030010493179433367,4765.0,True,True,False,False,True,False,True
0,3750,0.0,100.0,360.0,1.0,3750.0,8.229777750081887,4.61512051684126,0.2777777777777778,0.02666666666666667,3750.0,True,False,False,False,False,True,True
0,10047,0.0,128.0,240.0,1.0,10047.0,9.21512888870798,4.859812404361672,0.5333333333333333,0.012740121429282374,10047.0,False,True,False,False,True,False,True
0,1926,1851.0,50.0,360.0,1.0,3777.0,8.236950048061455,3.9318256327243257,0.1388888888888889,0.013238019592268996,3777.0,True,False,False,False,True,False,True
0,2213,1125.0,128.0,360.0,1.0,3338.0,8.113426639943654,4.859812404361672,0.35555555555555557,0.03834631515877771,3338.0,True,True,False,False,False,True,True
0,10416,0.0,187.0,360.0,0.0,10416.0,9.251194365984448,5.236441962829949,0.5194444444444445,0.0179531490015361,10416.0,True,False,False,True,False,True,False
0,7142,0.0,138.0,360.0,1.0,7142.0,8.873888135154973,4.9344739331306915,0.38333333333333336,0.019322318678241388,7142.0,False,True,True,True,False,False,True
0,3660,5064.0,187.0,360.0,1.0,8724.0,9.073947747070628,5.236441962829949,0.5194444444444445,0.021435121503897293,8724.0,True,False,False,False,True,False,True
0,7901,1833.0,180.0,360.0,1.0,9734.0,9.1834829178063,5.198497031265826,0.5,0.018491884117526197,9734.0,True,True,False,False,False,False,True
3,4707,1993.0,148.0,360.0,1.0,6700.0,8.81001204797317,5.003946305945459,0.4111111111111111,0.02208955223880597,1675.0,True,False,True,False,True,False,True
1,37719,0.0,152.0,360.0,1.0,37719.0,10.537945736747394,5.030437921392435,0.4222222222222222,0.004029799305389856,18859.5,True,False,False,False,True,False,True
0,7333,8333.0,175.0,300.0,1.0,15666.0,9.659311868393488,5.170483995038151,0.5833333333333334,0.011170688114387846,15666.0,True,True,False,False,False,False,True
1,3466,1210.0,130.0,360.0,1.0,4676.0,8.450412157725886,4.875197323201151,0.3611111111111111,0.027801539777587682,2338.0,True,True,False,True,False,False,True
2,4652,0.0,110.0,360.0,1.0,4652.0,8.445267451844648,4.709530201312334,0.3055555555555556,0.023645743766122097,1550.6666666666667,True,True,True,False,False,False,True
0,3539,1376.0,55.0,360.0,1.0,4915.0,8.500250470685925,4.02535169073515,0.1527777777777778,0.011190233977619531,4915.0,True,True,False,False,False,False,False
2,3340,1710.0,150.0,360.0,0.0,5050.0,8.527341522468053,5.017279836814924,0.4166666666666667,0.0297029702970297,1683.3333333333333,True,True,False,False,False,False,False
1,2769,1542.0,190.0,360.0,1.0,4311.0,8.369157112588834,5.25227342804663,0.5277777777777778,0.04407330085826954,2155.5,True,False,True,True,True,False,False
2,2309,1255.0,125.0,360.0,0.0,3564.0,8.178919332848396,4.836281906951478,0.3472222222222222,0.035072951739618406,1188.0,True,True,True,False,False,False,False
2,1958,1456.0,60.0,300.0,1.0,3414.0,8.13593277200489,4.110873864173311,0.2,0.01757469244288225,1138.0,True,True,True,False,False,True,True
0,3948,1733.0,149.0,360.0,0.0,5681.0,8.645058562414134,5.0106352940962555,0.41388888888888886,0.02622777679985918,5681.0,True,True,False,False,False,False,False
0,2483,2466.0,90.0,180.0,0.0,4949.0,8.507142855562735,4.51085950651685,0.5,0.018185492018589614,4949.0,True,True,False,False,False,False,True
0,7085,0.0,84.0,360.0,1.0,7085.0,8.865876285425417,4.442651256490317,0.23333333333333334,0.011856033874382499,7085.0,True,False,False,True,True,False,True
2,3859,0.0,96.0,360.0,1.0,3859.0,8.258422462458876,4.574710978503383,0.26666666666666666,0.024876911116869654,1286.3333333333333,True,True,False,False,True,False,True
0,4301,0.0,118.0,360.0,1.0,4301.0,8.366835309827675,4.77912349311153,0.3277777777777778,0.027435480120902116,4301.0,True,True,False,False,False,True,True
0,3708,2569.0,173.0,360.0,1.0,6277.0,8.744806737401898,5.159055299214529,0.48055555555555557,0.027560936753226063,6277.0,True,True,False,False,False,True,False
2,4354,0.0,136.0,360.0,1.0,4354.0,8.379079889286603,4.919980925828125,0.37777777777777777,0.03123564538355535,1451.3333333333333,True,False,False,False,False,False,True
0,8334,0.0,160.0,360.0,1.0,8334.0,9.028218795184895,5.081404364984463,0.4444444444444444,0.01919846412287017,8334.0,True,True,False,False,True,False,False
0,2083,4083.0,160.0,360.0,1.0,6166.0,8.726967774991493,5.081404364984463,0.4444444444444444,0.025948751216347713,6166.0,True,True,False,True,True,False,True
3,7740,0.0,128.0,180.0,1.0,7740.0,8.954286157204713,4.859812404361672,0.7111111111111111,0.016537467700258397,1935.0,True,True,False,False,False,True,True
0,3015,2188.0,153.0,360.0,1.0,5203.0,8.557182839632397,5.0369526024136295,0.425,0.02940611185854315,5203.0,True,True,False,False,False,False,True
1,5191,0.0,132.0,360.0,1.0,5191.0,8.554874258383926,4.890349128221754,0.36666666666666664,0.025428626468888462,2595.5,False,False,True,False,True,False,True
0,4166,0.0,98.0,360.0,0.0,4166.0,8.334951631422454,4.59511985013459,0.2722222222222222,0.023523763802208355,4166.0,True,False,False,False,True,False,False
0,6000,0.0,140.0,360.0,1.0,6000.0,8.699681400989514,4.948759890378168,0.3888888888888889,0.023333333333333334,6000.0,True,False,False,False,False,False,True
3,2947,1664.0,70.0,180.0,0.0,4611.0,8.436416881388949,4.2626798770413155,0.3888888888888889,0.015181088700932552,1152.75,True,True,True,False,False,True,False
0,16692,0.0,110.0,360.0,1.0,16692.0,9.722744748855389,4.709530201312334,0.3055555555555556,0.006589983225497244,16692.0,True,True,False,False,True,False,True
2,210,2917.0,98.0,360.0,1.0,3127.0,8.048149101665201,4.59511985013459,0.2722222222222222,0.03133994243684042,1042.3333333333333,False,True,True,False,True,False,True
0,4333,2451.0,110.0,360.0,1.0,6784.0,8.82246957226897,4.709530201312334,0.3055555555555556,0.016214622641509434,6784.0,True,True,False,False,False,True,False
1,3450,2079.0,162.0,360.0,1.0,5529.0,8.61794309451638,5.093750200806762,0.45,0.02930005425935974,2764.5,True,True,False,True,True,False,True
1,2653,1500.0,113.0,180.0,0.0,4153.0,8.331827004436057,4.736198448394496,0.6277777777777778,0.027209246327955693,2076.5,True,True,True,False,False,False,False
3,4691,0.0,100.0,360.0,1.0,4691.0,8.453614209773367,4.61512051684126,0.2777777777777778,0.021317416329140908,1172.75,True,True,False,False,True,False,True
0,2500,0.0,93.0,360.0,1.0,2500.0,7.824445930877619,4.543294782270004,0.25833333333333336,0.0372,2500.0,False,False,False,True,False,True,True
2,5532,4648.0,162.0,360.0,1.0,10180.0,9.228278517107196,5.093750200806762,0.45,0.015913555992141455,3393.3333333333335,True,False,False,False,False,False,True
2,16525,1014.0,150.0,360.0,1.0,17539.0,9.772239265926174,5.017279836814924,0.4166666666666667,0.008552369006214722,5846.333333333333,True,True,False,True,False,False,True
2,6700,1750.0,230.0,300.0,1.0,8450.0,9.042040056544483,5.442417710521793,0.7666666666666667,0.027218934911242602,2816.6666666666665,True,True,False,False,True,False,True
2,2873,1872.0,132.0,360.0,0.0,4745.0,8.465057436995709,4.890349128221754,0.36666666666666664,0.027818756585879872,1581.6666666666667,True,True,False,False,True,False,False
1,16667,2250.0,86.0,360.0,1.0,18917.0,9.847869128773116,4.465908118654584,0.2388888888888889,0.004546175397790347,9458.5,True,True,False,True,True,False,True
2,2947,1603.0,128.0,360.0,1.0,4550.0,8.423102268016642,4.859812404361672,0.35555555555555557,0.028131868131868132,1516.6666666666667,True,True,False,False,False,True,False
0,4350,0.0,154.0,360.0,1.0,4350.0,8.37816098272068,5.043425116919247,0.42777777777777776,0.035402298850574714,4350.0,False,False,True,False,False,False,True
3,3095,0.0,113.0,360.0,1.0,3095.0,8.037866234709618,4.736198448394496,0.3138888888888889,0.03651050080775444,773.75,True,True,True,False,False,False,True
0,2083,3150.0,128.0,360.0,1.0,5233.0,8.562931083090092,4.859812404361672,0.35555555555555557,0.024460156697878845,5233.0,True,True,False,False,True,False,True
0,10833,0.0,234.0,360.0,1.0,10833.0,9.290444616217844,5.459585514144159,0.65,0.02160066463583495,10833.0,True,True,False,False,True,False,True
2,8333,0.0,246.0,360.0,1.0,8333.0,9.0280988119824,5.5093883366279774,0.6833333333333333,0.029521180847233888,2777.6666666666665,True,True,False,False,True,False,True
1,1958,2436.0,131.0,360.0,1.0,4394.0,8.388222810119277,4.882801922586371,0.3638888888888889,0.029813381884387802,2197.0,True,True,True,False,False,False,True
2,3547,0.0,80.0,360.0,0.0,3547.0,8.17413934342947,4.394449154672439,0.2222222222222222,0.02255427121511136,1182.3333333333333,True,False,False,False,False,False,False
1,18333,0.0,500.0,360.0,1.0,18333.0,9.816512538521721,6.2166061010848646,1.3888888888888888,0.02727322314951181,9166.5,True,True,False,False,False,True,False
2,4583,2083.0,160.0,360.0,1.0,6666.0,8.80492526261806,5.081404364984463,0.4444444444444444,0.024002400240024,2222.0,True,True,False,True,True,False,True
0,2435,0.0,75.0,360.0,1.0,2435.0,7.798112628829788,4.330733340286331,0.20833333333333334,0.030800821355236138,2435.0,True,False,False,False,False,True,False
0,2699,2785.0,96.0,360.0,1.0,5484.0,8.609772372709331,4.574710978503383,0.26666666666666666,0.0175054704595186,5484.0,True,False,True,False,True,False,True
1,5333,1131.0,186.0,360.0,1.0,6464.0,8.774158291205957,5.231108616854587,0.5166666666666667,0.028774752475247526,3232.0,True,True,True,False,False,True,True
0,3691,0.0,110.0,360.0,1.0,3691.0,8.213923595622743,4.709530201312334,0.3055555555555556,0.029802221620157138,3691.0,True,False,True,False,False,False,True
0,17263,0.0,225.0,360.0,1.0,17263.0,9.756378687497916,5.420534999272286,0.625,0.013033655795632277,17263.0,False,False,True,True,True,False,True
0,3597,2157.0,119.0,360.0,0.0,5754.0,8.657824321155983,4.787491742782046,0.33055555555555555,0.02068126520681265,5754.0,True,True,False,False,False,False,False
1,3326,913.0,105.0,84.0,1.0,4239.0,8.352318548226004,4.663439094112067,1.25,0.024769992922859165,2119.5,False,True,False,False,True,False,True
0,2600,1700.0,107.0,360.0,1.0,4300.0,8.366602832783736,4.68213122712422,0.2972222222222222,0.02488372093023256,4300.0,True,True,True,False,False,False,True
0,4625,2857.0,111.0,12.0,1.0,7482.0,8.920389060080359,4.718498871295094,9.25,0.01483560545308741,7482.0,True,True,False,False,False,True,True
1,2895,0.0,95.0,360.0,1.0,2895.0,7.971085753505607,4.564348191467836,0.2638888888888889,0.03281519861830743,1447.5,True,True,False,True,True,False,True
0,6283,4416.0,209.0,360.0,0.0,10699.0,9.277999020449997,5.3471075307174685,0.5805555555555556,0.019534535937938125,10699.0,True,False,False,False,False,False,False
0,645,3683.0,113.0,480.0,1.0,4328.0,8.37309184744198,4.736198448394496,0.23541666666666666,0.0261090573012939,4328.0,False,False,False,False,False,False,True
0,3159,0.0,100.0,360.0,1.0,3159.0,8.058327306580958,4.61512051684126,0.2777777777777778,0.03165558721114277,3159.0,False,False,False,False,True,False,True
2,4865,5624.0,208.0,360.0,1.0,10489.0,9.258177701390343,5.342334251964811,0.5777777777777777,0.01983029840785585,3496.3333333333335,True,True,False,False,True,False,True
1,4050,5302.0,138.0,360.0,1.0,9352.0,9.143452426434552,4.9344739331306915,0.38333333333333336,0.014756201881950384,4676.0,True,True,True,False,False,False,False
0,3814,1483.0,124.0,300.0,1.0,5297.0,8.575084669832014,4.8283137373023015,0.41333333333333333,0.0234094770624882,5297.0,True,True,True,False,True,False,True
2,3510,4416.0,243.0,360.0,1.0,7926.0,8.978029932837156,5.497168225293202,0.675,0.030658591975775928,2642.0,True,True,False,False,False,False,True
0,20833,6667.0,480.0,360.0,1.0,27500.0,10.221977646629885,6.175867270105761,1.3333333333333333,0.017454545454545455,27500.0,True,True,False,False,False,True,True
0,3583,0.0,96.0,360.0,1.0,3583.0,8.18423477409482,4.574710978503383,0.26666666666666666,0.026793190064192018,3583.0,True,False,False,False,False,True,False
0,2479,3013.0,188.0,360.0,1.0,5492.0,8.61122983334262,5.241747015059643,0.5222222222222223,0.03423160961398398,5492.0,True,True,False,True,False,True,True
1,13262,0.0,40.0,360.0,1.0,13262.0,9.492733482494353,3.713572066704308,0.1111111111111111,0.003016136329362087,6631.0,False,False,False,False,False,True,True
0,3598,1287.0,100.0,360.0,1.0,4885.0,8.494129251817686,4.61512051684126,0.2777777777777778,0.02047082906857728,4885.0,True,False,True,False,False,False,False
1,6065,2004.0,250.0,360.0,1.0,8069.0,8.995908761263994,5.5254529391317835,0.6944444444444444,0.030982773577890692,4034.5,True,True,False,False,True,False,True
2,3283,2035.0,148.0,360.0,1.0,5318.0,8.579040594742317,5.003946305945459,0.4111111111111111,0.027830011282437006,1772.6666666666667,True,True,False,False,False,True,True
0,2130,6666.0,70.0,180.0,1.0,8796.0,9.082166033252674,4.2626798770413155,0.3888888888888889,0.007958162801273306,8796.0,True,True,False,False,True,False,False
0,5815,3666.0,311.0,360.0,1.0,9481.0,9.157150543462064,5.7430031878094825,0.8638888888888889,0.03280244699926168,9481.0,True,False,False,False,False,False,False
3,3466,3428.0,150.0,360.0,1.0,6894.0,8.838551790227402,5.017279836814924,0.4166666666666667,0.02175805047867711,1723.5,True,True,False,False,False,False,True
2,2031,1632.0,113.0,480.0,1.0,3663.0,8.20631072579402,4.736198448394496,0.23541666666666666,0.03084903084903085,1221.0,False,True,False,False,True,False,True
0,3074,1800.0,123.0,360.0,0.0,4874.0,8.491875383431948,4.820281565605037,0.3416666666666667,0.025235945835043086,4874.0,True,True,True,False,True,False,False
0,4683,1915.0,185.0,360.0,1.0,6598.0,8.794673401383422,5.225746673713202,0.5138888888888888,0.02803879963625341,6598.0,True,False,False,False,True,False,False
0,3400,0.0,95.0,360.0,1.0,3400.0,8.131824785007195,4.564348191467836,0.2638888888888889,0.027941176470588237,3400.0,False,False,True,False,False,False,False
